"index","image","produto","loja","reviews rating number","reviews amount","source","data_coleta","price"
68,https://http2.mlstatic.com/D_NQ_NP_636947-MLB49358899537_032022-W.webp,Arandela Parede Vintage Retro Cores Soquete E27,nao_informado,"4.8",121,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",46.9
69,https://http2.mlstatic.com/D_NQ_NP_949346-MLB75502552278_042024-W.webp,Luminaria Solar Led Luz Automática Sensor De Presença Ip67,nao_informado,"4.2",2335,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",32.99
70,https://http2.mlstatic.com/D_NQ_NP_737417-MLB69966278696_062023-W.webp,Kit 5 Arandela Luminária Parede Madeira Retrô Rústica Sisal,nao_informado,"4.4",64,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",163.5
71,https://http2.mlstatic.com/D_NQ_NP_961721-MLB71502381187_092023-W.webp,"4 Pendente Luminaria Area Gourmet De Churrasco Rustico Mdf ",nao_informado,"4.0",55,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",98.9
72,https://http2.mlstatic.com/D_NQ_NP_804322-MLB73407290891_122023-W.webp,Luminária Ilumi Tartaruga Led 8w Externa Parede Muro Branco ,nao_informado,"5.0",1,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",19.99
73,https://http2.mlstatic.com/D_NQ_NP_871104-MLB42825912431_072020-W.webp,Pendente Externo Colonial Grande Retro Preto Sacada Alu64 110V/220V,nao_informado,,0,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",163.3
74,https://http2.mlstatic.com/D_NQ_NP_718373-MLB72611843822_112023-W.webp,Arandela Parede Retro Cabeceira Com Grade E27 ,nao_informado,"5.0",1,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",49.9
75,https://http2.mlstatic.com/D_NQ_NP_951991-MLU69349476816_052023-W.webp,Arandela Parede Vintage Uno Joy Retro Preto Soquete E27 ,nao_informado,"4.5",176,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",49.9
76,https://http2.mlstatic.com/D_NQ_NP_735948-MLB69836822379_062023-W.webp,Pendente Externo Interno 4 Vidros Em Promoção,nao_informado,"4.8",298,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",78.8
77,https://http2.mlstatic.com/D_NQ_NP_818986-MLB73873408278_012024-W.webp,Kit 3 Luz Led Solar Iluminação Potente Holofote Fotocelula,nao_informado,"3.9",709,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",216.99
78,https://http2.mlstatic.com/D_NQ_NP_902682-MLB75751949533_042024-W.webp,Arandela Luminária Externa Parede Muro Alumínio 110v 220v,nao_informado,,0,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",73.82
79,https://http2.mlstatic.com/D_NQ_NP_777481-MLB53378168687_012023-W.webp,Trilho Eletrificado 1m Sobrepor Spots Trilho Bivolt Branco,nao_informado,,0,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",13.0
80,https://http2.mlstatic.com/D_NQ_NP_966059-MLB76675561573_052024-W.webp,Arandela Meia Lua Led Pto 2 Focos 4w Luz 3000k Ip66 Bivolt,nao_informado,"4.9",9,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",39.9
81,https://http2.mlstatic.com/D_NQ_NP_839801-MLB71273889877_082023-W.webp,Spot Area Externa Sobrepor Quadrado C/ Lâmpada Dicroica Mr16,nao_informado,"5.0",7,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",58.99
82,https://http2.mlstatic.com/D_NQ_NP_841686-MLB53544546762_012023-W.webp,Kit 3 Arandelas Externa Tempo Alumínio 100w P/ Parede Poste,nao_informado,"4.7",228,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",78.99
83,https://http2.mlstatic.com/D_NQ_NP_698912-MLB76817885013_062024-W.webp,Luz Solar Para Jardim Branco Frio Prova Dágua Promoção,nao_informado,"4.4",23,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",112.99
84,https://http2.mlstatic.com/D_NQ_NP_801075-MLU69601419520_052023-W.webp,Arandela Externa Colonial Ideal Sextavada Ouro Velho L1b 110V/220V,nao_informado,"5.0",7,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",86.36
85,https://http2.mlstatic.com/D_NQ_NP_813429-MLB52348102496_112022-W.webp,"9 Arandela Preta Massuia Externa E Interna Bivolt Cor Preto 110V/220V",nao_informado,"4.6",246,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",230.2
86,https://http2.mlstatic.com/D_NQ_NP_707821-MLB73277606341_122023-W.webp,Poste Luz Solar Holofote Iluminação Potente Fotocélula Top,nao_informado,"4.1",289,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",112.99
87,https://http2.mlstatic.com/D_NQ_NP_847054-MLU69863658455_062023-W.webp,Arandela Parede Vintage Uno Joy Retro Br Soquete E27,nao_informado,,0,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",32.9
88,https://http2.mlstatic.com/D_NQ_NP_715352-MLU70532279843_072023-W.webp,Luminária Tartaruga Para Parede Aprova D'água 15w 6500k Cor Branco frio 110V/220V,nao_informado,,0,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",32.99
89,https://http2.mlstatic.com/D_NQ_NP_970182-MLB75257713958_032024-W.webp,Kit 3 Luminária Arandela Tartaruga Externa Grade Moderna Br,nao_informado,"5.0",2,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",63.21
90,https://http2.mlstatic.com/D_NQ_NP_999812-MLB70954773461_082023-W.webp,"Perfil Led Sobrepor Slim 2,0 Metros Área Externa (30x12mm)",nao_informado,,0,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",99.62
91,https://http2.mlstatic.com/D_NQ_NP_873399-MLB52320821199_112022-W.webp,"5 Arandela Massuia Externa E Interna 5 Lâmpada Led 5w",nao_informado,"4.5",44,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",189.9
92,https://http2.mlstatic.com/D_NQ_NP_913263-MLU74227138961_012024-W.webp,Pendente Colonial Sextavada Grande Ideal Iluminação Preto,nao_informado,"4.8",54,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",72.38
93,https://http2.mlstatic.com/D_NQ_NP_776070-MLU73552923215_122023-W.webp,Luminária Arandela Colonial Externa Quadrada Preta Cor Preto 110V/220V (Bivolt),nao_informado,"4.8",160,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",56.57
94,https://http2.mlstatic.com/D_NQ_NP_800227-MLB73973875014_012024-W.webp,Kit 2 Espeto Solar Jardim Led Luminária Super Spot Luz Grama,nao_informado,"4.0",14,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",124.99
95,https://http2.mlstatic.com/D_NQ_NP_740070-MLB75751652941_042024-W.webp,Arandela Externa Parede Muro Luminária Alumínio 110v 220v,nao_informado,"5.0",1,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",73.82
96,https://http2.mlstatic.com/D_NQ_NP_667729-MLB41916238713_052020-W.webp,"03 Lustre Moderno Malibu P/ Áreas Externa Mesa Churrasqueira",nao_informado,"4.9",17,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",329.23
97,https://http2.mlstatic.com/D_NQ_NP_681635-MLU75141939544_032024-W.webp,Luminária Arandela Industrial Retrô Vintage Paris Marrom 110V/220V,nao_informado,"4.7",35,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",72.6
98,https://http2.mlstatic.com/D_NQ_NP_696603-MLB53001718356_122022-W.webp,Pendente Atom Preto Bella Led 36w Hm019b Metal 63cm 3000k 110V/220V,nao_informado,"4.7",69,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",729.9
99,https://http2.mlstatic.com/D_NQ_NP_930555-MLB52240130477_112022-W.webp,Arandela Para Tempo 100 W Perfeita Áreas Externas E Paredes,nao_informado,"4.5",164,https://lista.mercadolivre.com.br/luminarias-area-externa,"2024-06-18 23:47:19.866443",34.99
